282.76878808269066,1
294.2341680590538,1
300.448349486773,1
247.99423533413298,0
292.9413433608574,1
316.5168931523144,1
296.0482661096495,1
290.6013402878717,1
306.47955750030167,1
297.4261021042102,1
283.9303324493107,1
301.60079808465275,1
303.1478143828555,1
258.59355924865605,0
304.69048433764283,1
280.39139159653155,1
295.6473802692064,1
282.9321319596922,1
305.75736656712706,1
322.8495960531097,1
231.1408170745617,0
305.746484327515,1
284.27002487856174,1
302.6944638296764,1
253.55545128794105,0
313.3393041888048,1
234.41118123032672,0
312.9527858709016,1
298.3627603552073,1
298.10757394155644,1
302.5404302404904,1
306.0481967790496,1
288.59220262468335,1
312.23360539631886,1
296.8869665442207,1
290.48210572992036,1
322.2858861236033,1
256.0324000127897,0
314.1966790799953,1
305.3230278953042,1
308.5494937115346,1
237.89009043023572,0
302.6465600672985,1
334.34196528882137,1
304.185582075813,1
323.8363741150212,1
252.6047196889802,0
276.86353540327445,1
282.3958523966342,1
311.1264975809901,1
283.9133428746195,1
241.4936209586036,0
306.7539064083264,1
280.0198441554404,1
290.3170796979034,1
302.1138699425823,1
271.8189745633311,1
288.2030705185427,1
283.74854455277324,1
321.9380466740011,1
311.8966984305486,1
292.67574385221207,1
280.276238186953,1
310.3054728013576,1
281.099101714026,1
280.53393836532206,1
322.1330053060221,1
272.4015073888688,0
314.16422365560925,1
284.4700930761349,1
324.3357871143714,1
306.32354710075657,1
306.55585035517527,1
323.87277573398427,1
276.0467636634103,1
294.548131206286,1
308.6629255492222,1
307.335560009205,1
316.6979078941506,1
291.29208253024774,1
268.96096817018645,1
292.5961117240728,1
294.80357347086044,1
246.8161793904976,0
283.14010068918805,1
290.4513271508374,1
310.66421698655716,1
319.7808734074211,1
298.36263413757734,1
276.9749735282526,1
309.8319929772021,1
290.9626956916135,1
239.13268553657105,0
262.65228856214657,1
300.0597395124079,1
285.01473559099657,1
294.06236824969756,1
305.11746987844737,1
232.4736680799331,0
302.04410097499886,1
326.35635889134295,1
270.3869415356657,1
281.1813655633936,1
229.11716624082638,0
317.0845433293637,1
297.919926241594,1
219.57678631824174,0
303.0495577276316,1
304.35383053647195,1
283.8886951266777,1
303.45579038619866,1
302.9738786158872,1
283.89131734871484,1
306.57660894259425,1
283.82820614031596,1
308.95656739961265,1
303.2681098578948,1
284.9822123680161,1
283.10462673046794,1
319.95237770506566,1
268.1737655158811,1
278.3957204000852,1
289.5091192323144,1
288.5318966622984,1
242.14504337175384,0
238.77067339913268,0
295.81937517135816,1
290.2415852909407,1
294.94795026633193,1
305.97197493410965,1
314.89572601541306,1
296.52531446862287,1
297.62802652073486,1
303.1514125382861,1
284.3874931712232,1
252.30347699504762,0
287.75249291155757,1
287.83674147475205,1
293.8807594509588,1
294.74728324623743,1
289.28422199269727,1
306.60588411095364,1
298.09629251499103,1
249.86096511320744,0
314.49022859221094,1
292.2396233887738,1
288.40316194168093,1
233.5271310179435,0
276.3965852812765,1
272.5454946976653,1
296.85901401167064,1
292.34054041655423,1
315.90458794423876,1
236.5448162442853,0
309.9744681659258,1
272.2700434539427,1
301.5877114172147,1
307.88548921641416,1
320.376155935122,1
301.3257545653477,1
317.14908509829985,1
250.1490721169168,0
284.49889778738014,1
319.21675187829555,1
